var,date,value,table,type
Cash and liquid assets,2004-09-30,112962.7,Tab 1b,All ADIs
Cash and liquid assets,2004-12-31,123695,Tab 1b,All ADIs
Cash and liquid assets,2005-03-31,112290.4,Tab 1b,All ADIs
Cash and liquid assets,2005-06-30,119140.7,Tab 1b,All ADIs
Cash and liquid assets,2005-09-30,121549,Tab 1b,All ADIs
Cash and liquid assets,2005-12-31,119836,Tab 1b,All ADIs
Cash and liquid assets,2006-03-31,144320,Tab 1b,All ADIs
Cash and liquid assets,2006-06-30,142347.5,Tab 1b,All ADIs
Cash and liquid assets,2006-09-30,149827.1,Tab 1b,All ADIs
Cash and liquid assets,2006-12-31,148190.5,Tab 1b,All ADIs
Cash and liquid assets,2007-03-31,163050.2,Tab 1b,All ADIs
Cash and liquid assets,2007-06-30,168265.7,Tab 1b,All ADIs
Cash and liquid assets,2007-09-30,194658.6,Tab 1b,All ADIs
Cash and liquid assets,2007-12-31,183517.4,Tab 1b,All ADIs
Cash and liquid assets,2008-03-31,201812,Tab 1b,All ADIs
Cash and liquid assets,2008-06-30,187214.7,Tab 1b,All ADIs
Cash and liquid assets,2008-09-30,222284.8,Tab 1b,All ADIs
Cash and liquid assets,2008-12-31,263687.7,Tab 1b,All ADIs
Cash and liquid assets,2009-03-31,197043.6,Tab 1b,All ADIs
Cash and liquid assets,2009-06-30,216943.7,Tab 1b,All ADIs
Cash and liquid assets,2009-09-30,196810,Tab 1b,All ADIs
Cash and liquid assets,2009-12-31,219400.2,Tab 1b,All ADIs
Cash and liquid assets,2010-03-31,191477.3,Tab 1b,All ADIs
Cash and liquid assets,2010-06-30,203062,Tab 1b,All ADIs
Cash and liquid assets,2010-09-30,196989.5,Tab 1b,All ADIs
Cash and liquid assets,2010-12-31,203702.9,Tab 1b,All ADIs
Cash and liquid assets,2011-03-31,196672.2,Tab 1b,All ADIs
Cash and liquid assets,2011-06-30,214407.5,Tab 1b,All ADIs
Cash and liquid assets,2011-09-30,228527.6,Tab 1b,All ADIs
Cash and liquid assets,2011-12-31,224593.7,Tab 1b,All ADIs
Cash and liquid assets,2012-03-31,230908.7,Tab 1b,All ADIs
Cash and liquid assets,2012-06-30,263604.5,Tab 1b,All ADIs
Cash and liquid assets,2012-09-30,229935.8,Tab 1b,All ADIs
Cash and liquid assets,2012-12-31,276002.8,Tab 1b,All ADIs
Cash and liquid assets,2013-03-31,257378.9,Tab 1b,All ADIs
Cash and liquid assets,2013-06-30,296647.3,Tab 1b,All ADIs
Cash and liquid assets,2013-09-30,264769.2,Tab 1b,All ADIs
Cash and liquid assets,2013-12-31,320525.6,Tab 1b,All ADIs
Cash and liquid assets,2014-03-31,294125.1,Tab 1b,All ADIs
Cash and liquid assets,2014-06-30,321091.4,Tab 1b,All ADIs
Cash and liquid assets,2014-09-30,302841.8,Tab 1b,All ADIs
Cash and liquid assets,2014-12-31,325860.9,Tab 1b,All ADIs
Cash and liquid assets,2015-03-31,329233.8,Tab 1b,All ADIs
Cash and liquid assets,2015-06-30,344277.4,Tab 1b,All ADIs
Cash and liquid assets,2015-09-30,330362.9,Tab 1b,All ADIs
Cash and liquid assets,2015-12-31,390774.4,Tab 1b,All ADIs
Cash and liquid assets,2016-03-31,346371.9,Tab 1b,All ADIs
Cash and liquid assets,2016-06-30,373445.1,Tab 1b,All ADIs
Cash and liquid assets,2016-09-30,332339.1,Tab 1b,All ADIs
Cash and liquid assets,2016-12-31,372519.7,Tab 1b,All ADIs
Cash and liquid assets,2017-03-31,370489.1,Tab 1b,All ADIs
Cash and liquid assets,2017-06-30,378319.9,Tab 1b,All ADIs
Cash and liquid assets,2017-09-30,348191.3,Tab 1b,All ADIs
Cash and liquid assets,2017-12-31,355094.8,Tab 1b,All ADIs
Cash and liquid assets,2018-03-31,357204.3,Tab 1b,All ADIs
Cash and liquid assets,2018-06-30,371839.9,Tab 1b,All ADIs
Cash and liquid assets,2018-09-30,355916,Tab 1b,All ADIs
Cash and liquid assets,2018-12-31,401134.6,Tab 1b,All ADIs
Cash and liquid assets,2019-03-31,376559.7,Tab 1b,All ADIs
Cash and liquid assets,2019-06-30,373667.9,Tab 1b,All ADIs
Cash and liquid assets,2019-09-30,390958.3,Tab 1b,All ADIs
Cash and liquid assets,2019-12-31,418996.8,Tab 1b,All ADIs
Cash and liquid assets,2020-03-31,596912.9,Tab 1b,All ADIs
Cash and liquid assets,2020-06-30,522531.6,Tab 1b,All ADIs
Cash and liquid assets,2020-09-30,529328.8,Tab 1b,All ADIs
Cash and liquid assets,2020-12-31,567032.3,Tab 1b,All ADIs
Cash and liquid assets,2021-03-31,569651.7,Tab 1b,All ADIs
Cash and liquid assets,2021-06-30,706358.9,Tab 1b,All ADIs
Cash and liquid assets,2021-09-30,754734.5,Tab 1b,All ADIs
Cash and liquid assets,2021-12-31,871615.4,Tab 1b,All ADIs
Cash and liquid assets,2022-03-31,882074.6,Tab 1b,All ADIs
Cash and liquid assets,2022-06-30,908039.3,Tab 1b,All ADIs
Cash and liquid assets,2022-09-30,942860.5,Tab 1b,All ADIs
Cash and liquid assets,2022-12-31,957223.3,Tab 1b,All ADIs
Cash and liquid assets,2023-03-31,949616.7,Tab 1b,All ADIs
Cash and liquid assets,2023-06-30,949361.7,Tab 1b,All ADIs
Cash and liquid assets,2023-09-30,903510.3,Tab 1b,All ADIs
Cash and liquid assets,2023-12-31,918324.7,Tab 1b,All ADIs
Cash and liquid assets,2024-03-31,857277,Tab 1b,All ADIs
Cash and liquid assets,2024-06-30,830983.6,Tab 1b,All ADIs
Cash and liquid assets,2024-09-30,805474.6,Tab 1b,All ADIs
Securities,2004-09-30,174379,Tab 1b,All ADIs
Securities,2004-12-31,188423.7,Tab 1b,All ADIs
Securities,2005-03-31,180371.2,Tab 1b,All ADIs
Securities,2005-06-30,190192.2,Tab 1b,All ADIs
Securities,2005-09-30,183143.8,Tab 1b,All ADIs
Securities,2005-12-31,193857.1,Tab 1b,All ADIs
Securities,2006-03-31,197949.8,Tab 1b,All ADIs
Securities,2006-06-30,222472.7,Tab 1b,All ADIs
Securities,2006-09-30,213961.4,Tab 1b,All ADIs
Securities,2006-12-31,231194.3,Tab 1b,All ADIs
Securities,2007-03-31,225754.2,Tab 1b,All ADIs
Securities,2007-06-30,243321.6,Tab 1b,All ADIs
Securities,2007-09-30,314549.7,Tab 1b,All ADIs
Securities,2007-12-31,326166.6,Tab 1b,All ADIs
Securities,2008-03-31,313436.9,Tab 1b,All ADIs
Securities,2008-06-30,322019.1,Tab 1b,All ADIs
Securities,2008-09-30,361262.2,Tab 1b,All ADIs
Securities,2008-12-31,372720.4,Tab 1b,All ADIs
Securities,2009-03-31,363475.3,Tab 1b,All ADIs
Securities,2009-06-30,371264.3,Tab 1b,All ADIs
Securities,2009-09-30,378075.1,Tab 1b,All ADIs
Securities,2009-12-31,398907,Tab 1b,All ADIs
Securities,2010-03-31,395607.6,Tab 1b,All ADIs
Securities,2010-06-30,402064.3,Tab 1b,All ADIs
Securities,2010-09-30,406736.4,Tab 1b,All ADIs
Securities,2010-12-31,427327.2,Tab 1b,All ADIs
Securities,2011-03-31,421608.2,Tab 1b,All ADIs
Securities,2011-06-30,439740.8,Tab 1b,All ADIs
Securities,2011-09-30,456676.6,Tab 1b,All ADIs
Securities,2011-12-31,444550.4,Tab 1b,All ADIs
Securities,2012-03-31,444207.3,Tab 1b,All ADIs
Securities,2012-06-30,457271.5,Tab 1b,All ADIs
Securities,2012-09-30,460803.7,Tab 1b,All ADIs
Securities,2012-12-31,475433,Tab 1b,All ADIs
Securities,2013-03-31,473079.4,Tab 1b,All ADIs
Securities,2013-06-30,483434.1,Tab 1b,All ADIs
Securities,2013-09-30,492870.7,Tab 1b,All ADIs
Securities,2013-12-31,505868.8,Tab 1b,All ADIs
Securities,2014-03-31,497564.4,Tab 1b,All ADIs
Securities,2014-06-30,513610.6,Tab 1b,All ADIs
Securities,2014-09-30,522865.5,Tab 1b,All ADIs
Securities,2014-12-31,548901.3,Tab 1b,All ADIs
Securities,2015-03-31,543925.8,Tab 1b,All ADIs
Securities,2015-06-30,533326.9,Tab 1b,All ADIs
Securities,2015-09-30,546529.5,Tab 1b,All ADIs
Securities,2015-12-31,544956.2,Tab 1b,All ADIs
Securities,2016-03-31,544673.1,Tab 1b,All ADIs
Securities,2016-06-30,550215.7,Tab 1b,All ADIs
Securities,2016-09-30,558638.4,Tab 1b,All ADIs
Securities,2016-12-31,564305.3,Tab 1b,All ADIs
Securities,2017-03-31,553100.6,Tab 1b,All ADIs
Securities,2017-06-30,561576.8,Tab 1b,All ADIs
Securities,2017-09-30,550227.7,Tab 1b,All ADIs
Securities,2017-12-31,568583.5,Tab 1b,All ADIs
Securities,2018-03-31,553249.4,Tab 1b,All ADIs
Securities,2018-06-30,550112.1,Tab 1b,All ADIs
Securities,2018-09-30,559955.4,Tab 1b,All ADIs
Securities,2018-12-31,565953.5,Tab 1b,All ADIs
Securities,2019-03-31,576403.3,Tab 1b,All ADIs
Securities,2019-06-30,602085.3,Tab 1b,All ADIs
Securities,2019-09-30,609235.5,Tab 1b,All ADIs
Securities,2019-12-31,604077,Tab 1b,All ADIs
Securities,2020-03-31,638530.6,Tab 1b,All ADIs
Securities,2020-06-30,655092,Tab 1b,All ADIs
Securities,2020-09-30,682405.6,Tab 1b,All ADIs
Securities,2020-12-31,673943.5,Tab 1b,All ADIs
Securities,2021-03-31,631121.4,Tab 1b,All ADIs
Securities,2021-06-30,614344.1,Tab 1b,All ADIs
Securities,2021-09-30,594644.2,Tab 1b,All ADIs
Securities,2021-12-31,575125.9,Tab 1b,All ADIs
Securities,2022-03-31,549026.3,Tab 1b,All ADIs
Securities,2022-06-30,576741.4,Tab 1b,All ADIs
Securities,2022-09-30,572993.5,Tab 1b,All ADIs
Securities,2022-12-31,590384.8,Tab 1b,All ADIs
Securities,2023-03-31,618826.1,Tab 1b,All ADIs
Securities,2023-06-30,591958,Tab 1b,All ADIs
Securities,2023-09-30,616824.4,Tab 1b,All ADIs
Securities,2023-12-31,681744.9,Tab 1b,All ADIs
Securities,2024-03-31,714115.2,Tab 1b,All ADIs
Securities,2024-06-30,706213.2,Tab 1b,All ADIs
Securities,2024-09-30,747107.9,Tab 1b,All ADIs
Acceptances of customers,2004-09-30,55283.8,Tab 1b,All ADIs
Acceptances of customers,2004-12-31,57911.7,Tab 1b,All ADIs
Acceptances of customers,2005-03-31,62304.9,Tab 1b,All ADIs
Acceptances of customers,2005-06-30,61684.1,Tab 1b,All ADIs
Acceptances of customers,2005-09-30,70964.1,Tab 1b,All ADIs
Acceptances of customers,2005-12-31,69426,Tab 1b,All ADIs
Acceptances of customers,2006-03-31,76711.4,Tab 1b,All ADIs
Acceptances of customers,2006-06-30,71044.9,Tab 1b,All ADIs
Acceptances of customers,2006-09-30,87369.2,Tab 1b,All ADIs
Acceptances of customers,2006-12-31,87742.4,Tab 1b,All ADIs
Acceptances of customers,2007-03-31,90121.5,Tab 1b,All ADIs
Acceptances of customers,2007-06-30,93553.3,Tab 1b,All ADIs
Acceptances of customers,2007-09-30,96406.3,Tab 1b,All ADIs
Acceptances of customers,2007-12-31,96949.2,Tab 1b,All ADIs
Acceptances of customers,2008-03-31,98612.4,Tab 1b,All ADIs
Acceptances of customers,2008-06-30,98240.6,Tab 1b,All ADIs
Acceptances of customers,2008-09-30,95516.6,Tab 1b,All ADIs
Acceptances of customers,2008-12-31,87048,Tab 1b,All ADIs
Acceptances of customers,2009-03-31,88211.6,Tab 1b,All ADIs
Acceptances of customers,2009-06-30,87472.6,Tab 1b,All ADIs
Acceptances of customers,2009-09-30,83811.5,Tab 1b,All ADIs
Acceptances of customers,2009-12-31,78304.6,Tab 1b,All ADIs
Acceptances of customers,2010-03-31,79320.6,Tab 1b,All ADIs
Acceptances of customers,2010-06-30,75482.1,Tab 1b,All ADIs
Acceptances of customers,2010-09-30,72537.2,Tab 1b,All ADIs
Acceptances of customers,2010-12-31,58968.3,Tab 1b,All ADIs
Acceptances of customers,2011-03-31,58491.2,Tab 1b,All ADIs
Acceptances of customers,2011-06-30,56494.9,Tab 1b,All ADIs
Acceptances of customers,2011-09-30,55660.7,Tab 1b,All ADIs
Acceptances of customers,2011-12-31,53412.9,Tab 1b,All ADIs
Acceptances of customers,2012-03-31,52741.2,Tab 1b,All ADIs
Acceptances of customers,2012-06-30,49706.6,Tab 1b,All ADIs
Acceptances of customers,2012-09-30,46207.2,Tab 1b,All ADIs
Acceptances of customers,2012-12-31,44398.1,Tab 1b,All ADIs
Acceptances of customers,2013-03-31,41917.9,Tab 1b,All ADIs
Acceptances of customers,2013-06-30,38983.8,Tab 1b,All ADIs
Acceptances of customers,2013-09-30,37059.8,Tab 1b,All ADIs
Acceptances of customers,2013-12-31,33243.3,Tab 1b,All ADIs
Acceptances of customers,2014-03-31,32777.3,Tab 1b,All ADIs
Acceptances of customers,2014-06-30,30790.2,Tab 1b,All ADIs
Acceptances of customers,2014-09-30,27569.8,Tab 1b,All ADIs
Acceptances of customers,2014-12-31,26161.6,Tab 1b,All ADIs
Acceptances of customers,2015-03-31,25313.2,Tab 1b,All ADIs
Acceptances of customers,2015-06-30,24389.1,Tab 1b,All ADIs
Acceptances of customers,2015-09-30,23047.8,Tab 1b,All ADIs
Acceptances of customers,2015-12-31,20318.7,Tab 1b,All ADIs
Acceptances of customers,2016-03-31,18192.2,Tab 1b,All ADIs
Acceptances of customers,2016-06-30,16049.3,Tab 1b,All ADIs
Acceptances of customers,2016-09-30,15084.8,Tab 1b,All ADIs
Acceptances of customers,2016-12-31,12988.4,Tab 1b,All ADIs
Acceptances of customers,2017-03-31,10149.6,Tab 1b,All ADIs
Acceptances of customers,2017-06-30,9272.1,Tab 1b,All ADIs
Acceptances of customers,2017-09-30,8128.4,Tab 1b,All ADIs
Acceptances of customers,2017-12-31,7634,Tab 1b,All ADIs
Acceptances of customers,2018-03-31,6604.4,Tab 1b,All ADIs
Acceptances of customers,2018-06-30,5888,Tab 1b,All ADIs
Acceptances of customers,2018-09-30,5152.5,Tab 1b,All ADIs
Acceptances of customers,2018-12-31,5148.8,Tab 1b,All ADIs
Acceptances of customers,2019-03-31,4066,Tab 1b,All ADIs
Acceptances of customers,2019-06-30,4079.1,Tab 1b,All ADIs
Acceptances of customers,2019-09-30,3410.3,Tab 1b,All ADIs
Acceptances of customers,2019-12-31,3610.8,Tab 1b,All ADIs
Acceptances of customers,2020-03-31,3314.2,Tab 1b,All ADIs
Acceptances of customers,2020-06-30,2797.1,Tab 1b,All ADIs
Acceptances of customers,2020-09-30,2323.2,Tab 1b,All ADIs
Acceptances of customers,2020-12-31,1905.6,Tab 1b,All ADIs
Acceptances of customers,2021-03-31,2178.3,Tab 1b,All ADIs
Acceptances of customers,2021-06-30,1677.1,Tab 1b,All ADIs
Acceptances of customers,2021-09-30,1679.5,Tab 1b,All ADIs
Acceptances of customers,2021-12-31,1697.5,Tab 1b,All ADIs
Acceptances of customers,2022-03-31,1743.3,Tab 1b,All ADIs
Acceptances of customers,2022-06-30,1404.1,Tab 1b,All ADIs
Acceptances of customers,2022-09-30,1420.9,Tab 1b,All ADIs
Acceptances of customers,2022-12-31,1664.9,Tab 1b,All ADIs
Acceptances of customers,2023-03-31,1894.8,Tab 1b,All ADIs
Acceptances of customers,2023-06-30,1514.2,Tab 1b,All ADIs
Acceptances of customers,2023-09-30,1998.7,Tab 1b,All ADIs
Acceptances of customers,2023-12-31,1576.2,Tab 1b,All ADIs
Acceptances of customers,2024-03-31,1723.4,Tab 1b,All ADIs
Acceptances of customers,2024-06-30,1450.6,Tab 1b,All ADIs
Acceptances of customers,2024-09-30,1053.5,Tab 1b,All ADIs
Gross loans and advances,2004-09-30,1115123.8,Tab 1b,All ADIs
Gross loans and advances,2004-12-31,1153634.6,Tab 1b,All ADIs
Gross loans and advances,2005-03-31,1166178.1,Tab 1b,All ADIs
Gross loans and advances,2005-06-30,1198702.3,Tab 1b,All ADIs
Gross loans and advances,2005-09-30,1233051.3,Tab 1b,All ADIs
Gross loans and advances,2005-12-31,1280082.9,Tab 1b,All ADIs
Gross loans and advances,2006-03-31,1311094.1,Tab 1b,All ADIs
Gross loans and advances,2006-06-30,1350941.5,Tab 1b,All ADIs
Gross loans and advances,2006-09-30,1405456.1,Tab 1b,All ADIs
Gross loans and advances,2006-12-31,1462347.7,Tab 1b,All ADIs
Gross loans and advances,2007-03-31,1504870.3,Tab 1b,All ADIs
Gross loans and advances,2007-06-30,1577123.1,Tab 1b,All ADIs
Gross loans and advances,2007-09-30,1628667.2,Tab 1b,All ADIs
Gross loans and advances,2007-12-31,1736070.5,Tab 1b,All ADIs
Gross loans and advances,2008-03-31,1802593.8,Tab 1b,All ADIs
Gross loans and advances,2008-06-30,1858686.8,Tab 1b,All ADIs
Gross loans and advances,2008-09-30,1942827.1,Tab 1b,All ADIs
Gross loans and advances,2008-12-31,1995706.1,Tab 1b,All ADIs
Gross loans and advances,2009-03-31,2018074.9,Tab 1b,All ADIs
Gross loans and advances,2009-06-30,2009331.2,Tab 1b,All ADIs
Gross loans and advances,2009-09-30,2003867.5,Tab 1b,All ADIs
Gross loans and advances,2009-12-31,2018088.1,Tab 1b,All ADIs
Gross loans and advances,2010-03-31,2031541.1,Tab 1b,All ADIs
Gross loans and advances,2010-06-30,2089068,Tab 1b,All ADIs
Gross loans and advances,2010-09-30,2078123.9,Tab 1b,All ADIs
Gross loans and advances,2010-12-31,2110449.1,Tab 1b,All ADIs
Gross loans and advances,2011-03-31,2132770.6,Tab 1b,All ADIs
Gross loans and advances,2011-06-30,2163784.4,Tab 1b,All ADIs
Gross loans and advances,2011-09-30,2210419.6,Tab 1b,All ADIs
Gross loans and advances,2011-12-31,2224888.7,Tab 1b,All ADIs
Gross loans and advances,2012-03-31,2256110.8,Tab 1b,All ADIs
Gross loans and advances,2012-06-30,2289858.5,Tab 1b,All ADIs
Gross loans and advances,2012-09-30,2338995.2,Tab 1b,All ADIs
Gross loans and advances,2012-12-31,2343623.6,Tab 1b,All ADIs
Gross loans and advances,2013-03-31,2372007,Tab 1b,All ADIs
Gross loans and advances,2013-06-30,2436147.5,Tab 1b,All ADIs
Gross loans and advances,2013-09-30,2479086.4,Tab 1b,All ADIs
Gross loans and advances,2013-12-31,2544887.3,Tab 1b,All ADIs
Gross loans and advances,2014-03-31,2585020.7,Tab 1b,All ADIs
Gross loans and advances,2014-06-30,2631267.6,Tab 1b,All ADIs
Gross loans and advances,2014-09-30,2666187.6,Tab 1b,All ADIs
Gross loans and advances,2014-12-31,2740799.1,Tab 1b,All ADIs
Gross loans and advances,2015-03-31,2818099.3,Tab 1b,All ADIs
Gross loans and advances,2015-06-30,2839350.1,Tab 1b,All ADIs
Gross loans and advances,2015-09-30,2903991.9,Tab 1b,All ADIs
Gross loans and advances,2015-12-31,2948068,Tab 1b,All ADIs
Gross loans and advances,2016-03-31,2907352.2,Tab 1b,All ADIs
Gross loans and advances,2016-06-30,2978349.4,Tab 1b,All ADIs
Gross loans and advances,2016-09-30,3009839.9,Tab 1b,All ADIs
Gross loans and advances,2016-12-31,3063926.8,Tab 1b,All ADIs
Gross loans and advances,2017-03-31,3054998.5,Tab 1b,All ADIs
Gross loans and advances,2017-06-30,3119830.4,Tab 1b,All ADIs
Gross loans and advances,2017-09-30,3133473.7,Tab 1b,All ADIs
Gross loans and advances,2017-12-31,3166864.7,Tab 1b,All ADIs
Gross loans and advances,2018-03-31,3216452.9,Tab 1b,All ADIs
Gross loans and advances,2018-06-30,3244334.3,Tab 1b,All ADIs
Gross loans and advances,2018-09-30,3286275.4,Tab 1b,All ADIs
Gross loans and advances,2018-12-31,3330440,Tab 1b,All ADIs
Gross loans and advances,2019-03-31,3352695.6,Tab 1b,All ADIs
Gross loans and advances,2019-06-30,3390222.5,Tab 1b,All ADIs
Gross loans and advances,2019-09-30,3407151.1,Tab 1b,All ADIs
Gross loans and advances,2019-12-31,3439020.2,Tab 1b,All ADIs
Gross loans and advances,2020-03-31,3532917.3,Tab 1b,All ADIs
Gross loans and advances,2020-06-30,3474368.3,Tab 1b,All ADIs
Gross loans and advances,2020-09-30,3430802.1,Tab 1b,All ADIs
Gross loans and advances,2020-12-31,3438123,Tab 1b,All ADIs
Gross loans and advances,2021-03-31,3468126.8,Tab 1b,All ADIs
Gross loans and advances,2021-06-30,3532304.6,Tab 1b,All ADIs
Gross loans and advances,2021-09-30,3601341.2,Tab 1b,All ADIs
Gross loans and advances,2021-12-31,3679445.1,Tab 1b,All ADIs
Gross loans and advances,2022-03-31,3752530.3,Tab 1b,All ADIs
Gross loans and advances,2022-06-30,3840934.3,Tab 1b,All ADIs
Gross loans and advances,2022-09-30,3890416.7,Tab 1b,All ADIs
Gross loans and advances,2022-12-31,3957917.1,Tab 1b,All ADIs
Gross loans and advances,2023-03-31,3994492,Tab 1b,All ADIs
Gross loans and advances,2023-06-30,4023806.5,Tab 1b,All ADIs
Gross loans and advances,2023-09-30,4062399.1,Tab 1b,All ADIs
Gross loans and advances,2023-12-31,4092860.7,Tab 1b,All ADIs
Gross loans and advances,2024-03-31,4126574.6,Tab 1b,All ADIs
Gross loans and advances,2024-06-30,4180198.3,Tab 1b,All ADIs
Gross loans and advances,2024-09-30,4230445.4,Tab 1b,All ADIs
Total housing,2004-09-30,580591.9,Tab 1b,All ADIs
Total housing,2004-12-31,605112.3,Tab 1b,All ADIs
Total housing,2005-03-31,610780.4,Tab 1b,All ADIs
Total housing,2005-06-30,632919.7,Tab 1b,All ADIs
Total housing,2005-09-30,659080.8,Tab 1b,All ADIs
Total housing,2005-12-31,687735.5,Tab 1b,All ADIs
Total housing,2006-03-31,705259.7,Tab 1b,All ADIs
Total housing,2006-06-30,720577.8,Tab 1b,All ADIs
Total housing,2006-09-30,754467.1,Tab 1b,All ADIs
Total housing,2006-12-31,775181.5,Tab 1b,All ADIs
Total housing,2007-03-31,789044.3,Tab 1b,All ADIs
Total housing,2007-06-30,817002.7,Tab 1b,All ADIs
Total housing,2007-09-30,825740,Tab 1b,All ADIs
Total housing,2007-12-31,869946.5,Tab 1b,All ADIs
Total housing,2008-03-31,899672.4,Tab 1b,All ADIs
Total housing,2008-06-30,936213.9,Tab 1b,All ADIs
Total housing,2008-09-30,972482.8,Tab 1b,All ADIs
Total housing,2008-12-31,1036592.8,Tab 1b,All ADIs
Total housing,2009-03-31,1062257.6,Tab 1b,All ADIs
Total housing,2009-06-30,1095780.3,Tab 1b,All ADIs
Total housing,2009-09-30,1121038.7,Tab 1b,All ADIs
Total housing,2009-12-31,1147999.5,Tab 1b,All ADIs
Total housing,2010-03-31,1169870,Tab 1b,All ADIs
Total housing,2010-06-30,1211016.6,Tab 1b,All ADIs
Total housing,2010-09-30,1222109.5,Tab 1b,All ADIs
Total housing,2010-12-31,1246965.1,Tab 1b,All ADIs
Total housing,2011-03-31,1272904,Tab 1b,All ADIs
Total housing,2011-06-30,1304342.3,Tab 1b,All ADIs
Total housing,2011-09-30,1325032.8,Tab 1b,All ADIs
Total housing,2011-12-31,1341101.3,Tab 1b,All ADIs
Total housing,2012-03-31,1368014.1,Tab 1b,All ADIs
Total housing,2012-06-30,1388217.2,Tab 1b,All ADIs
Total housing,2012-09-30,1390938,Tab 1b,All ADIs
Total housing,2012-12-31,1410877.5,Tab 1b,All ADIs
Total housing,2013-03-31,1428949.8,Tab 1b,All ADIs
Total housing,2013-06-30,1464843.2,Tab 1b,All ADIs
Total housing,2013-09-30,1492607.2,Tab 1b,All ADIs
Total housing,2013-12-31,1526600.1,Tab 1b,All ADIs
Total housing,2014-03-31,1552155.4,Tab 1b,All ADIs
Total housing,2014-06-30,1583049.7,Tab 1b,All ADIs
Total housing,2014-09-30,1604018.1,Tab 1b,All ADIs
Total housing,2014-12-31,1647029.7,Tab 1b,All ADIs
Total housing,2015-03-31,1681852.9,Tab 1b,All ADIs
Total housing,2015-06-30,1705597.9,Tab 1b,All ADIs
Total housing,2015-09-30,1740706.4,Tab 1b,All ADIs
Total housing,2015-12-31,1768470.6,Tab 1b,All ADIs
Total housing,2016-03-31,1746604.2,Tab 1b,All ADIs
Total housing,2016-06-30,1793648.1,Tab 1b,All ADIs
Total housing,2016-09-30,1818244.2,Tab 1b,All ADIs
Total housing,2016-12-31,1852295.8,Tab 1b,All ADIs
Total housing,2017-03-31,1858045.3,Tab 1b,All ADIs
Total housing,2017-06-30,1896104.5,Tab 1b,All ADIs
Total housing,2017-09-30,1908697.4,Tab 1b,All ADIs
Total housing,2017-12-31,1927790.5,Tab 1b,All ADIs
Total housing,2018-03-31,1958148.6,Tab 1b,All ADIs
Total housing,2018-06-30,1973636.5,Tab 1b,All ADIs
Total housing,2018-09-30,1989318.6,Tab 1b,All ADIs
Total housing,2018-12-31,2013802.6,Tab 1b,All ADIs
Total housing,2019-03-31,2028102.6,Tab 1b,All ADIs
Total housing,2019-06-30,2046271.9,Tab 1b,All ADIs
Total housing,2019-09-30,2048501.3,Tab 1b,All ADIs
Total housing,2019-12-31,2072890.6,Tab 1b,All ADIs
Total housing,2020-03-31,2091365,Tab 1b,All ADIs
Total housing,2020-06-30,2097413.3,Tab 1b,All ADIs
Total housing,2020-09-30,2109505.3,Tab 1b,All ADIs
Total housing,2020-12-31,2141590.9,Tab 1b,All ADIs
Total housing,2021-03-31,2166009.6,Tab 1b,All ADIs
Total housing,2021-06-30,2210294.9,Tab 1b,All ADIs
Total housing,2021-09-30,2247905.6,Tab 1b,All ADIs
Total housing,2021-12-31,2288565.6,Tab 1b,All ADIs
Total housing,2022-03-31,2321458.8,Tab 1b,All ADIs
Total housing,2022-06-30,2353012.4,Tab 1b,All ADIs
Total housing,2022-09-30,2369160.3,Tab 1b,All ADIs
Total housing,2022-12-31,2418671.5,Tab 1b,All ADIs
Total housing,2023-03-31,2444568.2,Tab 1b,All ADIs
Total housing,2023-06-30,2470408.4,Tab 1b,All ADIs
Total housing,2023-09-30,2492454.2,Tab 1b,All ADIs
Total housing,2023-12-31,2521087.2,Tab 1b,All ADIs
Total housing,2024-03-31,2540728.8,Tab 1b,All ADIs
Total housing,2024-06-30,2570826.3,Tab 1b,All ADIs
Total housing,2024-09-30,2602731.4,Tab 1b,All ADIs
Term,2004-09-30,317076.4,Tab 1b,All ADIs
Term,2004-12-31,324040.3,Tab 1b,All ADIs
Term,2005-03-31,335871.2,Tab 1b,All ADIs
Term,2005-06-30,345294.7,Tab 1b,All ADIs
Term,2005-09-30,342899.7,Tab 1b,All ADIs
Term,2005-12-31,346430.3,Tab 1b,All ADIs
Term,2006-03-31,348498.4,Tab 1b,All ADIs
Term,2006-06-30,359862.9,Tab 1b,All ADIs
Term,2006-09-30,375946.4,Tab 1b,All ADIs
Term,2006-12-31,389420.6,Tab 1b,All ADIs
Term,2007-03-31,408076,Tab 1b,All ADIs
Term,2007-06-30,430662.2,Tab 1b,All ADIs
Term,2007-09-30,464989.3,Tab 1b,All ADIs
Term,2007-12-31,518822.8,Tab 1b,All ADIs
Term,2008-03-31,539537,Tab 1b,All ADIs
Term,2008-06-30,533763.2,Tab 1b,All ADIs
Term,2008-09-30,556545,Tab 1b,All ADIs
Term,2008-12-31,633389.3,Tab 1b,All ADIs
Term,2009-03-31,597284.1,Tab 1b,All ADIs
Term,2009-06-30,572909.7,Tab 1b,All ADIs
Term,2009-09-30,561125.7,Tab 1b,All ADIs
Term,2009-12-31,553732.1,Tab 1b,All ADIs
Term,2010-03-31,552184.7,Tab 1b,All ADIs
Term,2010-06-30,565316,Tab 1b,All ADIs
Term,2010-09-30,549948.3,Tab 1b,All ADIs
Term,2010-12-31,552219.3,Tab 1b,All ADIs
Term,2011-03-31,553288.4,Tab 1b,All ADIs
Term,2011-06-30,552456.6,Tab 1b,All ADIs
